rank,name,code,price,24_H_change,24H_volume,market_cap
6741,ArmzLegends,PROT,$0.003319,-3.20%,"$2,359.63",N/A
7162,United,UTED,$0.02301,+0.01%,"$1,025.87",N/A
7192,Mithrilverse,MITHRIL,$0.01121,-2.93%,$962.39,N/A
7224,Flits,FLS,$0.1957,-2.53%,$888.04,N/A
7108,BitUP Token,BUT,$0.000115,-5.67%,"$1,167.12",N/A
7058,Silk Road,SILKROAD,$0.0000303,+0.50%,N/A,N/A
6926,LittleDoge,LITTLEDOGE,$0.0000000001724,+0.52%,N/A,N/A
6978,Strike UNI,sUNI,$0.5007,-2.45%,N/A,N/A
7028,My Pet Social,MPS,$0.00006473,-4.81%,"$1,340.78",N/A
7081,Papel Token,PAPEL,$0.00000001243,-1.09%,"$1,215.27",N/A
7130,Math-e-MATIC,MMATIC,$0.00000006082,+0.50%,N/A,N/A
6958,Nano Shiba Inu,NANOSHIBA,$0.000000009653,+1.07%,N/A,N/A
7003,Saint Inu,SAINT,$0.000001451,-4.45%,"$1,399.44",N/A
6764,Pug Cash,PUG,$0.00001067,+0.50%,N/A,N/A
6881,VESPA SHIBA COIN,VESPASHIBA,$0.0005781,+0.50%,N/A,N/A
6813,Aqua Pig,AQUAPIG,$0.000000000003851,-3.33%,"$2,091.51",N/A
6857,MetaDubai,MDB,$0.000005302,-5.21%,"$1,911.20",N/A
6835,KissMyMoon,KISSMYMOON,$0.00003265,+0.50%,N/A,N/A
6790,Engine,ENGN,$0.000002712,-7.76%,"$2,156.25",N/A
6903,Shiberus Inu,SHIBERUS,$0.0000000002159,+0.61%,N/A,N/A
6742,MEMEX,MEMEX,$0.02137,+0.50%,N/A,N/A
7162,888 INFINITY,888,$0.0000004165,+0.64%,N/A,N/A
7193,SafeMoonCash,SAFEMOONCASH,$0.000000000008521,-4.59%,$961.28,N/A
7225,SIGNIN,SIGNIN,$0.07049,+0.02%,N/A,N/A
7108,Diamond Hands Token,DHC,$0.0000001736,+0.50%,N/A,N/A
7058,StormBringer,STB,$0.0000000001118,+5.44%,"$1,270.49",N/A
6926,SMART SHIBA,SMARTSHIB,$0.00007235,-23.58%,"$1,660.61",N/A
6978,DeCus.io,SATS,$0.0006109,-1.52%,N/A,N/A
7029,DeFi Launch,DLAUNCH,$0.2741,+0.29%,"$1,339.46",N/A
7081,Kronobit,KNB,$0.001975,-0.96%,N/A,N/A
7131,Bagels Finance,BAGEL,$0.007617,+4.35%,"$1,114.00",N/A
6959,MediBit,MEDIBIT,$0.000001725,+21.94%,"$1,545.16",N/A
7004,Council of Apes,COAPE,$0.0000000145,-4.39%,"$1,397.76",N/A
6764,Embr,EMBR,$0.04203,-4.20%,"$2,244.91",N/A
6881,SuperFuel,SFUEL,$0.000000242,+4.30%,N/A,N/A
6814,PalletOne,PTN,$0.0004001,+9.80%,N/A,N/A
6858,50x.com,50X,$0.07939,-2.57%,"$1,909.59",N/A
6835,ZilPay Wallet / Dragon Zil Token,ZLP,$0.2163,-6.04%,"$2,027.92",N/A
6791,Bauble,BAB,$0.0004321,+0.50%,N/A,N/A
6903,NFracTion,NFTA,$0,+0.00%,N/A,N/A
6742,Litherium,LITH,$0.08202,+2.26%,"$2,359.21",N/A
7162,The Rocks Game,THEROCKS,$0.1742,+1.82%,N/A,N/A
7194,Woofy,WOOFY,$0.02167,+29.19%,$960.45,N/A
7225,Pyrrho,PYO,$0.00003786,-4.58%,$886.78,N/A
7109,JOHNNY DOGE,GRILLZ,$0.00000002158,+0.50%,N/A,N/A
7059,Binance Crunch,CRUNCH,$0.00004323,+0.50%,N/A,N/A
6927,DrunkDoge,DRUNK,$0.0006959,+0.52%,N/A,N/A
6978,Doge Dealer,Doge Dealer,$0.00000000000000009705,-6.54%,"$1,468.47",N/A
7030,Zooshi,ZOOSHI,$0.000001283,+0.49%,N/A,N/A
7082,Steel,STEEL,$0.004002,-9.08%,"$1,214.27",N/A
7131,BidenOneTrillionCoin,B1TC,$0.0000002898,-2.90%,N/A,N/A
6959,Klear Finance,KLEAR,$0.0000000001495,+0.52%,N/A,N/A
7005,SHD CASH,SHDC,$0.0001055,+5.08%,"$1,394.99",N/A
6765,Zasset zUSD,ZUSD,$0.8439,-1.68%,"$2,242.78",N/A
6881,Nemesis,NMS,$0.005936,-10.26%,"$1,808.89",N/A
6814,Sake,SAK3,"$6,230.29",-5.39%,"$2,085.12",N/A
6858,Lucky Meow Token,LMAO,$0.00000000000006,+0.00%,N/A,N/A
6836,HentaiCoin,HENTAI,$0.00009612,+0.50%,N/A,N/A
6791,FlokiFrunkPuppy,FLOKIFRUNKPUPPY,$0.00000002357,-1.86%,N/A,N/A
6903,Inu Wars,IWR,$0.007255,-4.15%,"$1,726.07",N/A
6743,Inflex Finance,INFLEX,$0.0000000002574,+0.50%,N/A,N/A
7163,Defi Coin,DEFC,$0.1095,-4.31%,"$1,024.75",N/A
7195,CARMA COIN,CARMA,$0.000000001734,+1.04%,N/A,N/A
7226,Solana INU,INU,$0.002243,-13.25%,$883.11,N/A
7109,Surge Inu,SURGE,$0.00000002079,-4.86%,"$1,161.77",N/A
7059,BNB Shinobi,CHAKRA,$0.000000002813,-5.02%,"$1,266.68",N/A
6927,ToyDOGE,TDG,$0.0000000006904,+0.66%,N/A,N/A
6979,Strike SXP,sSXP,$0.05107,-0.26%,N/A,N/A
7030,Spirit Orb Pets Care Token,CARE,$3.82,-1.88%,N/A,N/A
7082,BankRoll,BANKR,$0.0002798,+0.50%,N/A,N/A
7132,The Mask,DMASK,$0.00001084,-0.09%,"$1,110.39",N/A
6960,wormhole.finance,WHOLE,$3.22,+0.32%,N/A,N/A
7005,Bubblegum,BUBBLEGUM,$0.000000497,+0.52%,N/A,N/A
6766,ApeXit Finance,APEX,$0.1056,-11.59%,"$2,239.16",N/A
6882,iBNB,IBNB,$0.0000000004263,-2.20%,N/A,N/A
6815,Global Adversity Project,GAP,$0.00000000000085,+0.00%,N/A,N/A
6859,Utopia,TOPIA,$0.0003844,-6.33%,"$1,898.46",N/A
6836,iBNB (new),IBNB,$0.0004073,+1.38%,"$2,017.63",N/A
6791,Surviving Soldiers,SSG,$0.06634,-4.53%,"$2,152.79",N/A
6904,BlackPool,BPT,$3.32,-6.78%,"$1,724.41",N/A
6743,GLYPH Vault (NFTX),GLYPH,"$655,541.23",+100.30%,"$2,357.65",N/A
7164,Evil Shiba Inu,ESI,$0.0003864,-4.41%,"$1,023.74",N/A
7195,Santa Coin,SANTA,$0.000000001464,-4.27%,$959.79,N/A
7227,Newsolution2.0,NSTE,$0.07525,+5.13%,$878.54,N/A
7110,KRYZA Network,KRN,$0.0000002101,-4.80%,"$1,159.74",N/A
7060,NFTTONE,TONE,$0.0000000006682,-6.49%,"$1,265.91",N/A
6927,VeldoraBSC,VDORA,$0.000000001198,-7.01%,"$1,660.49",N/A
6979,Chow Inu,CHOW,$0.0000006103,-7.84%,"$1,463.42",N/A
7030,ShibaBNB.org,SHIBABNB,$0.00000000003137,-18.48%,"$1,337.60",N/A
7083,Mango Finance,MANGO,$0.003911,-19.40%,"$1,212.37",N/A
7133,Seadog Metaverse,SEADOG,$0.04797,+1.15%,"$1,108.07",N/A
6960,AzeusX,AZX,$0.00007474,-4.22%,"$1,539.41",N/A
7006,Dogereversed,EGOD,$0.00000000000536,+0.56%,N/A,N/A
6767,Winlambo,WINLAMBO,$0.0004123,+0.50%,N/A,N/A
6882,EarthByt,EBYT,$0.000000001641,-5.44%,"$1,807.66",N/A
6815,Twelve Legions,CTL,$0.006507,-10.69%,"$2,076.76",N/A
6860,THUNDERCAKE.APP,THUNDERCAKE,$0.00002151,+6.01%,N/A,N/A
6837,Demodyfi,DMOD,$0.05263,-6.80%,"$2,016.06",N/A
6792,Monster Battle,MBS,$0.0005136,-3.36%,"$2,152.59",N/A
6905,Herpes,HERPES,$0.0000000004193,+0.46%,N/A,N/A
6744,Coinflect,CFLT,$0.000006943,-7.02%,"$2,354.13",N/A
7165,LittleMouse,LTMS,$0.00000000000000000136,+1.73%,N/A,N/A
7196,ORO,ORO,$0.02689,-2.86%,$957.67,N/A
7227,MADAME BUNNY,MADAME,$0.000001905,-4.09%,N/A,N/A
7110,ROCKSTAR DOGE,ROCKSTAR,$0.0000000007463,+6.75%,N/A,N/A
7061,Xenon Pay,X2P,$0.02801,+1.63%,N/A,N/A
6928,Wish Doge Dragon,WISHDOGE,$0.00008601,+0.52%,N/A,N/A
6980,Strike LINK,sLINK,$0.5362,-1.58%,N/A,N/A
7031,Spectra,SPC,$0.0003281,-6.89%,"$1,337.07",N/A
7084,BeeKan,BKBT,$0.00007827,-22.01%,"$1,212.12",N/A
7134,Silver Coin,SC,$0.01184,-4.91%,"$1,104.54",N/A
6961,BabyDot,BDOT,"$3,277.78",+0.52%,N/A,N/A
7006,Invest Like Stakeborg Index,ILSI,$82.57,-5.90%,"$1,393.36",N/A
6767,BlueArk,BRK,$0.004369,-2.68%,"$2,233.80",N/A
6883,Rise Of Nebula,RON,$0.0000000002257,+0.46%,N/A,N/A
6816,Pinknode,PNODE,$0.0572,-4.26%,"$2,073.06",N/A
6860,Baby Musk Coin,BABYMUSK,$0.0000000000002715,-7.63%,"$1,896.37",N/A
6837,ElonPeg,ELONPEG,$0.0000002281,+0.50%,N/A,N/A
6793,Moonship Finance,MSP,$0.0000000001481,+1.08%,N/A,N/A
6905,SUCCESS INU,SUCCESS,$0.000000005015,+3.02%,N/A,N/A
6745,EthereumPay,EPAY,$0.000001021,+0.66%,N/A,N/A
7165,Muslim Coins,MUSC,$0.01544,+4.88%,"$1,018.98",N/A
7197,ThingsOperatingSystem,TOS,$0.00005177,-12.03%,$953.16,N/A
7228,Inubis,INUBIS,$0.000000001402,-1.27%,N/A,N/A
7111,Cyclops Treasure,CYTR,$500.21,+0.01%,"$1,155.63",N/A
7061,Plant2Earn,P2E,$0.6745,+0.50%,N/A,N/A
6928,NCAT Token,NCAT,$0.00000000131,-4.68%,"$1,656.63",N/A
6980,Cycle Finance,CYCLE,$1.92,-6.67%,"$1,463.27",N/A
7032,DogeDealer,DOGEDEALER,$0.0002077,+0.50%,N/A,N/A
7084,AFRICA RISE TOKEN,AFRICA,$0.0007091,+0.50%,N/A,N/A
7135,Taiwan Semiconductor Mfg tokenized stock FTX,TSM,$118.80,-1.70%,"$1,103.16",N/A
6961,Cacti Club,CACTI,$0.006693,+9.12%,N/A,N/A
7007,WhenLambo,WHENLAMBO,$0.000004302,+0.52%,N/A,N/A
6768,MY IDENTITY COIN,MYID,$0.0005554,-3.13%,"$2,228.47",N/A
6883,Miners Defi,MINERS,$0.000109,-3.16%,"$1,806.72",N/A
6816,Sensitrust,SETS,$0.1438,-1.20%,N/A,N/A
6861,Mt Pelerin,MPS,$8.83,+0.09%,N/A,N/A
6838,DealDough Token,DEALDOUGH,$0.0006046,+0.50%,N/A,N/A
6793,Metoshi,METO,$0.0005985,-7.02%,"$2,152.19",N/A
6905,DONASWAP,DONA,$0.00000000000911,-3.28%,"$1,720.02",N/A
7166,CryptoBlast,CBT,$0.000002446,-3.18%,"$1,017.61",N/A
7197,AGOV (ANSWER Governance),AGOV,$43.78,-0.42%,N/A,N/A
7228,Ethernal Finance,ETHFIN,$0.000003703,-4.80%,$876.85,N/A
7111,HeroDoge,HERODOGE,$0.0002007,+0.50%,N/A,N/A
7061,Kurobi,KURO,$0.01941,-0.87%,"$1,261.54",N/A
6929,Boxer Inu,BOXER,$0.000000001281,+0.46%,N/A,N/A
6981,Strike Compound,sCOMP,$6.40,-2.29%,N/A,N/A
7032,Jaiho Crypto,JAIHO,$0.001261,-3.71%,"$1,335.75",N/A
7085,DeepCloud AI,DEEP,$0.001276,+0.32%,"$1,209.54",N/A
7135,Baby Fantom,BFTM,$0.000001164,+0.50%,N/A,N/A
6961,Shiboki,SHIBOKI,$0.0000006957,-4.56%,"$1,536.40",N/A
7007,DIGINU,DIGINU,$0,+0.00%,N/A,N/A
6768,B2X,B2X,$5.24,+0.50%,N/A,N/A
6884,Mini Baby Doge,MINIBABYDOGE,$0.0003662,+0.50%,N/A,N/A
6816,Green Dildo Finance,GDILDO,$0.0000000003695,+0.50%,N/A,N/A
6861,Pornstar,STAR,$0.000000000821,+0.50%,N/A,N/A
6838,Kaiken Shiba,KSHIB,$0.000000000001456,-3.64%,"$2,008.39",N/A
6794,GM Holding,GM,$0.005002,+124.15%,"$2,148.19",N/A
6906,3x Short XRP Token,XRPBEAR,$0.0000001127,+36.09%,"$1,719.98",N/A
7167,Velox,VLX,$0.0009834,-5.11%,"$1,016.43",N/A
7198,Plunge,PLG,$0.002707,-6.04%,$951.02,N/A
7229,Emanate,EMT,$0.0161,-12.74%,$876.44,N/A
7112,MetaWhale BTC,MWBTC,$0.1581,+1.17%,N/A,N/A
7062,Fusion Heroes,FSH,$0.3904,+0.50%,N/A,N/A
6929,SolanaSail,SAIL,$0.03103,+8.77%,"$1,648.27",N/A
6981,Fantasy Fox,FF,$0.00002084,+0.94%,N/A,N/A
7033,Netswap,NETT,$3.10,-25.85%,"$1,331.87",N/A
7085,Kukachu,KUKA,$0.000003108,+0.50%,N/A,N/A
7136,Stopelon,STOPELON,$0.000001,-7.23%,"$1,103.11",N/A
6962,Candela Coin,CLA,$0.001501,+0.01%,"$1,533.97",N/A
7007,Waterfall Finance BSC,WATERFALL,$4.38,-20.36%,"$1,392.29",N/A
6769,Pumpy farm,PMP,$0.3307,-2.21%,N/A,N/A
6884,BSB Token,BSBT,$0.1946,+38.81%,N/A,N/A
6816,Sakhalin Husky,SAHU,$0,+0.00%,N/A,N/A
6861,KnightSwap,KNIGHT,$0.4999,-0.97%,"$1,896.15",N/A
6838,Zombie Rising NFT,ZOMB,$0.0006123,+4.24%,N/A,N/A
6907,Moonfarm Finance,MFO,$0.08308,-0.09%,"$1,718.91",N/A
7168,Yeld Finance,YELD,$3.19,+0.64%,"$1,012.34",N/A
7199,Ixinium,XXA,$0.1303,+41.48%,$950.19,N/A
7229,Summit Koda Token,KODA,$0.00139,-1.90%,N/A,N/A
7112,BabyHarmony,BABYHARMONY,$0.000001071,-10.01%,"$1,155.35",N/A
7062,Bored Battle Apes,BAPE,$0.0000005485,-13.18%,"$1,260.47",N/A
6930,SafeBank BSC,SBANK,$0.000000009858,+0.54%,N/A,N/A
6981,Metaloop Tech,MLT,$0.001017,-5.42%,"$1,462.22",N/A
7034,Hatoken,HATOK,$0.000000000006717,-6.25%,"$1,329.50",N/A
7086,Ghospers Game,GHSPR,$0.01387,-5.34%,"$1,208.42",N/A
7137,Sugar Cardano,DADA,$0.0000004762,+0.46%,N/A,N/A
6962,MiniCake,MINICAKE,$0.0000000005033,+0.49%,N/A,N/A
7008,Strite,STRI,$0.03825,+1.23%,"$1,391.13",N/A
6769,Bullrise,BULL,$0.000002008,+0.50%,N/A,N/A
6884,Oction,OCTI,$0.02668,-3.08%,N/A,N/A
6817,The Last McAfee Token,MCAFEE,$0.6503,+0.50%,N/A,N/A
6862,Bitcrush,CRUSH,$0.02293,-2.99%,"$1,894.82",N/A
6839,iNFT Platform,INFT,$0.00147,+2.88%,"$2,006.34",N/A
6907,ROBBIN HOOD,ROBBIN,$0.000001548,+0.50%,N/A,N/A
7169,DaddyShiba,DADDYSHIBA,$0.000001864,+1.82%,N/A,N/A
7200,Rayons Energy,RAYONS,$0.0000241,-3.76%,$945.03,N/A
7230,Solcubator,SOLC,$0.0006478,-4.78%,$874.04,N/A
7113,Foobee,FBE,$0.2154,+0.62%,N/A,N/A
7063,Papa Shiba,PHIBA,$0.000000933,-2.00%,N/A,N/A
6930,R U Generous,RUG,$2.12,+0.72%,"$1,648.24",N/A
6982,Strike STRK,sSTRK,$1.15,-2.81%,N/A,N/A
7035,Tsuki Inu,TKINU,$0.000000001128,+3.34%,"$1,327.79",N/A
7087,PRISM Protocol,PRISM,$0.3259,-10.87%,"$1,205.23",N/A
7137,BEM,BEMT,$0.03802,+6.72%,"$1,101.87",N/A
6963,bRing.Finance,BRNG,$0.6459,+0.52%,N/A,N/A
7009,XCF Token,XCF,$0.01938,+2.65%,"$1,387.10",N/A
6862,Orange Cat Token,OCAT,$0.0000000007329,-2.02%,N/A,N/A
6839,The Sun Rises,SUNRISE,$0.004338,-1.97%,N/A,N/A
6908,POTENT,PTT,$0.01058,-4.71%,"$1,716.28",N/A
7169,Digital Genetic Code,DGC,$0.01079,-12.18%,"$1,011.31",N/A
7201,ODEM,ODE,$0.002185,-1.68%,$944.21,N/A
7231,Goldex Token,GLDX,$0.245,-8.89%,$873.73,N/A
7113,Kaiju Worlds,KAIJU,$0.002806,+3.19%,"$1,154.60",N/A
7063,BURNACE,ACE,$0.0009733,+0.50%,N/A,N/A
6931,Lucky Property Development Invest,LPDI,$0.04224,+0.38%,N/A,N/A
6982,Binanomics,BNM,$0.0000000001561,-0.82%,N/A,N/A
7035,Ethereum Vault,EVAULT,$0.0003092,+0.66%,N/A,N/A
7088,Tiki Token,TIKI,$0.0005846,-2.39%,"$1,196.75",N/A
7138,INFBUNDLE,INF,$0.0002612,+0.50%,N/A,N/A
6963,Pacific DeFi,PACIFIC,$0.002872,-5.26%,"$1,533.77",N/A
7010,AK12,AK12,$0.1142,-2.47%,"$1,386.85",N/A
7170,Art Blocks Curated Fidenza #855,FDNZA,$67.16,-9.87%,N/A,N/A
7202,Bananatok,BNA,$0.001067,-9.65%,$942.96,N/A
7232,Timeleap Finance,TIME,$0.516,-2.90%,$873.51,N/A
7114,Punk,PUNK,"$118,285.26",+8.67%,N/A,N/A
7063,The Three Kingdoms,CHI,$0.03716,+3.83%,"$1,259.09",N/A
6931,Enedex,ENE,$0.00248,+15.00%,"$1,648.23",N/A
6982,WeGro,WEGRO,$0.004465,-4.94%,"$1,457.93",N/A
7036,ShineChain,SHE,$0.00003004,-6.37%,"$1,325.74",N/A
7088,RemeX,RMX,$0.000000001595,+0.76%,N/A,N/A
7138,Miss Ape Yacht Club,APE,$0.0000000002001,+0.01%,"$1,089.25",N/A
6964,MotherBTC,MOBTC,$3.65,+0.52%,N/A,N/A
7011,Bruce Lee token,1INCHPUNCH,$0.0000008,+0.52%,N/A,N/A
7170,Reward Cycle 2,RC2,$0.00003242,-4.87%,"$1,010.45",N/A
7203,Blurt,BLURT,$0.03206,-1.54%,$937.63,N/A
7233,ZOD RUNE - Rune.Game,ZOD,$3.11,+3.70%,$873.21,N/A
7114,StarMiner,ORE,$0.4131,+0.50%,N/A,N/A
7064,Bingo Share,SBGO,$0.2291,-0.22%,N/A,N/A
6932,Moonpoly,CMP,$0.000001828,-4.35%,"$1,648.16",N/A
6983,BabyBitcoin,BABYBITC,$0.00000000152,+5.58%,N/A,N/A
7037,Life Token,LTN,$0,+0.00%,N/A,N/A
7089,Boost Coin,BOOST,$0.002908,-6.35%,"$1,196.48",N/A
7139,OREN Game,OREN,$0.02039,-5.86%,"$1,086.52",N/A
7011,Catena X,CEX,$0.00000251,-33.05%,"$1,383.79",N/A
7171,Zetta Bitcoin Hashrate Token,ZBTC,$2.43,+0.00%,N/A,N/A
7204,HoneyBadger,HONEYBADGER,$0.0000000972,-1.87%,$935.84,N/A
7234,Premio,PREMIO,$0.0007726,-4.55%,$872.84,N/A
7114,Londefy,LDF,$0.000000005168,-2.80%,N/A,N/A
7064,Baby Shiba,BHIBA,$0.000001273,-2.00%,N/A,N/A
6933,Rich Doge Coin,RichDoge,$0.0000000007232,+0.52%,N/A,N/A
6983,UniCandy,UCD,$0.1608,-6.40%,"$1,457.90",N/A
7037,EarnBUSD,EBUSD,$0.00000142,-0.02%,N/A,N/A
7090,NEFTiPEDiA,NFT,$0.001329,+8.36%,"$1,195.16",N/A
7140,YouLive Coin,UC,$0.000009369,-4.70%,"$1,084.41",N/A
7171,Tractor Joe,TRACTOR,$0.001011,-5.79%,"$1,009.47",N/A
7205,4ART Coin,4ART,$0.02092,-3.26%,$935.71,N/A
7235,Dreamr,DMR,$0.001253,-7.83%,$870.64,N/A
7141,World of Cryptia,CRYPT,$0.004707,-1.72%,"$1,083.36",N/A
7172,Mu Continent,MU,$0.000003491,+7.54%,"$1,008.68",N/A
7205,Nico Robin Inu,ROBIN,$0.0000000004173,+1.78%,N/A,N/A
7236,XTRA Token,XTRA,$0.0000004513,-4.41%,$870.26,N/A
7205,Euphoria,WAGMI,$565.00,+0.00%,N/A,N/A
7237,Vangold,VGD,$0.0006876,-15.26%,$868.00,N/A
7267,CakeZilla,CAKEZILLA,$0.000001731,-1.32%,N/A,N/A
7268,Odin Platform,ODN,$0.0006456,-0.04%,$796.08,N/A
7269,Moar Finance,MOAR,$0.08738,-8.19%,$795.68,N/A
7270,Safe Star,SAFESTAR,$0.000000003868,-11.25%,$794.41,N/A
7430,Sheesh,SHEESH,$0.00000004869,-0.05%,N/A,N/A
7237,BRICK Token,BRICK,$2.58,-0.20%,N/A,N/A
7464,Misty Inu,MISTY,$0.0003371,+0.98%,N/A,N/A
7400,Ecoin official,ECOIN,$0.001659,+7.08%,$560.78,N/A
7368,Welnance finance,WEL,$0.1756,-1.41%,$613.09,N/A
7302,Sushiba,SUSHIBA,$0.0000000004088,-8.28%,N/A,N/A
7271,ValorFoundation,VALOR,$0.01086,-3.30%,$791.93,N/A
7430,Skylight (New),SLTN,$0.09513,-3.10%,N/A,N/A
7237,1SAFU,SAFU,$0.000001996,-11.82%,$861.82,N/A
7464,Pool Token,POOL,$0.001598,-0.76%,$471.30,N/A
7400,Kawai Shiba,KSHIBA,$0.000005453,+5.58%,N/A,N/A
7369,Wrapped Moonriver,WMOVR,$86.44,-7.55%,$612.38,N/A
7302,Meme Games,MGAMES,$0.001094,+0.08%,N/A,N/A
7498,UltraChad,UCHAD,$0.0000000001388,-4.87%,N/A,N/A
7336,Taco Finance,TACO,$0.001403,+6.91%,$671.75,N/A
7272,Meta Hangry Games,MHG,$0.0000002724,-5.40%,$788.93,N/A
7431,Inu Jump and the Temple of Shiba,INUJUMP,$0.00002268,+1.15%,$522.93,N/A
7238,Timeleap Finance,TIME,$0.516,-2.86%,$859.44,N/A
7465,Lavabird,LVBD,$0.00000003671,+6.64%,N/A,N/A
7400,Granny Shiba,GSHIBA,$0.000000001685,-2.00%,N/A,N/A
7370,Pearl,PEARL,$0.02104,-4.37%,$609.08,N/A
7302,Megastarz,MEG,$0.004467,-4.80%,$733.72,N/A
7498,DogeKing Metaverse,DogeKing,$0.00000000003743,-2.45%,$429.90,N/A
7336,Baby Ryukyu Inu,BRKI,$0,+0.00%,N/A,N/A
7273,MEMEKING.GAMES,MMK,$0.002032,-2.18%,$785.06,N/A
7432,Monster Slayer Cash,MSC,$0.03268,-2.55%,$521.35,N/A
7239,BeeEx,BEE,$0.0003402,-0.01%,N/A,N/A
7465,ShibaPad,SBP,$0.0001418,-3.78%,$469.82,N/A
7401,PremiumBlock,PRB,$0.003247,-0.06%,N/A,N/A
7371,KCC MemePad,KCCM,$0.01165,-12.09%,$608.71,N/A
7303,Pollux Coin,POX,$0.1399,-4.07%,$727.75,N/A
7499,YoHero (YHC),YHC,$0.001749,-4.37%,$429.26,N/A
7337,Brave,BRAVE,$0.0000000001054,-4.81%,$671.73,N/A
7274,Bitcoin and Ethereum Standard Token,BEST,$1.58,+22.59%,N/A,N/A
7558,Baby Meta,BABYMETA,$0.0000000003646,-2.84%,$348.51,N/A
7587,InFi,8FI,$0.0002061,-6.24%,$315.77,N/A
7623,MONNOS,MNS,$0.001603,-4.07%,$285.81,N/A
7656,Squid Inu,SQUID,$0.000000001412,+7.04%,N/A,N/A
7688,INS3.Finance,ITFX,$0.1963,-7.04%,$238.69,N/A
7432,Dragon Battles,DBR,$0.0005022,-3.10%,N/A,N/A
7529,Buff Floki Coin,BUFLOKI,$0.000000000003313,-4.49%,$384.56,N/A
7239,Pink Shiba Inu,PINKINU,$0.0000585,-1.82%,N/A,N/A
7466,Doge Superbowl,DSBOWL,$0.006293,-7.62%,N/A,N/A
7401,RaDAO,RA,$0.08246,+10.36%,$560.22,N/A
7371,SpacePort Universe,SPU,$0.002357,+5.07%,N/A,N/A
7304,Unity Protocol,UNITY,$0.01123,-3.35%,$727.70,N/A
7500,Meta Speed Game,MTSG,$0.000007864,-3.32%,$423.32,N/A
7338,Ascend,ACE,$0.00000001774,-4.61%,$670.31,N/A
7274,DogeHouse Capital,DOGEX,$0.004479,-5.55%,N/A,N/A
7559,Codex,CDEX,$0.0001301,-7.21%,$348.48,N/A
7588,Meta Shiba,METASHIB,$0.00000000007466,-5.21%,$315.74,N/A
7624,FM Gallery,FMG,$0.003892,+0.22%,$285.75,N/A
7656,MillionMonke,MIMO,$0.001397,-11.58%,$265.74,N/A
7689,Reesykle,SYCLE,$0.0000000001636,-3.36%,$238.60,N/A
7718,Christmas BNB,XMASBNB,$0.0000008334,-5.91%,$208.22,N/A
7756,Midas Dollar Share,MDS,$3.24,-5.87%,$183.43,N/A
7433,CVIP,CVIP,$0.1342,-4.11%,$521.00,N/A
7530,Bulldoge Inu,BULLD,$0.0003692,+0.00%,N/A,N/A
7239,CrimeCash,CCASH,$0.0000007702,-13.88%,$858.52,N/A
7466,SIRIO,SIR,$0.000004886,-4.17%,$468.13,N/A
7402,Quasarcoin,QAC,$0.002268,-3.64%,$560.12,N/A
7371,Token Cheetah,CHTT,$0.000009178,+0.10%,N/A,N/A
7304,Bonus Floki,BonusFloki,$0.0000001155,-1.32%,N/A,N/A
7501,Ourglass,GLASS,$0.0000000005335,-3.86%,$421.61,N/A
7339,HoneyMoon Finance,MOON,$4.70,-4.87%,N/A,N/A
7274,Kintaman,KINTA,$0.4269,+1.38%,$781.29,N/A
7559,Shiba Maki,SHIBAMAKI,$0.0000000001703,+5.18%,N/A,N/A
7589,ElonFlokiInu,EFloki,$0.00002574,-4.43%,$315.25,N/A
7625,Doge Raca,DOCA,$0.0000002558,-5.90%,$285.28,N/A
7657,FME,FME,$0.0006603,-7.05%,$265.28,N/A
7690,Mirror,NUL,$0.000000000003686,-0.06%,$238.03,N/A
7719,BSocial,BINS,$0.001022,-4.15%,N/A,N/A
7757,CryptoGamez,CGAZ,$0.07822,-1.67%,$181.53,N/A
7434,Experty Wisdom Token,WIS,$0.045,-5.72%,$520.99,N/A
7530,GizaDao,GIZA,$23.84,-3.65%,$384.56,N/A
7240,Red Kishu,REDKISHU,$0.000000000001626,-8.14%,$855.91,N/A
7467,Bake Up,$BAKEUP,$0.000167,+0.34%,N/A,N/A
7403,Mojo Energy,MOJOV2,$0.006353,-7.33%,N/A,N/A
7372,KarenCoin,KAREN,$0.000000001716,+17.46%,$606.78,N/A
7305,3X Long TomoChain Token,TOMOBULL,$0.00000824,-20.46%,$727.66,N/A
7502,FANBI TOKEN,FBT,$0.0001391,-13.61%,$417.86,N/A
7339,Binance8,B8,$0.001957,-6.75%,$669.45,N/A
7274,Vegeta Inu,VEGI,$0.001359,+1.78%,N/A,N/A
7559,Good Game,GG,$0.0001725,+4.69%,N/A,N/A
7590,Yfi.mobi,YFIM,$8.10,-5.94%,$315.22,N/A
7626,FootBallGo,FGSPORT,$0.0000433,-5.77%,$285.13,N/A
7658,PalGold,PALG,$0.008172,-27.60%,$264.14,N/A
7691,Metawhale Gold,MWG,$0.9363,+4.73%,N/A,N/A
7719,BabyBoo,BABYBOO,$0.000002032,-4.82%,$206.15,N/A
7758,MuskSwap,MUSK,$0.0000001334,+6.88%,$160.90,N/A
7435,American Shiba,USHIBA,$0.00000000004148,-6.32%,$518.37,N/A
7531,Auroracoin,AUR,$0.1187,-2.06%,$383.18,N/A
7241,SafeHamsters,SAFEHAMSTERS,$0.0000005551,-3.83%,$855.14,N/A
7467,Farm Planet,FPL,$0.00002351,-3.58%,$466.76,N/A
7403,Radio Hero,RAHO,$0.0000005241,-4.79%,$558.84,N/A
